Gen,Ind_ID,X,Y,Lat,Lon,PDR,IsBest
1,1,2009.5553562023215,2970.7516715843767,49.58763969330816,11.026607098129302,0.0,True
1,2,1211.959827688468,944.3872697017828,49.569617061356645,11.014828470109427,5.872340425531915,True
1,3,2298.4223143251506,1538.35057058424,49.5746937335171,11.030066716262784,0.0,False
1,4,1406.8246589422756,2238.8230455791895,49.581205977042934,11.018001749992722,0.06382978723404255,False
1,5,873.1976332716572,2488.0486998132055,49.583574749608,11.010716414475837,0.0,False
1,6,243.56512088860973,1538.2873762067522,49.57518810089419,11.001661841756906,0.0,False
1,7,720.7417194260977,735.8710681857452,49.56786071455637,11.007962025626416,0.5,False
1,8,1931.82172746573,148.88132704727389,49.562292459881014,11.024482359766388,0.06382978723404255,False
1,9,2444.2243925287044,2350.2974603480206,49.58195697988401,11.032385362541978,0.0,False
1,10,262.57310623809377,2105.7573102307847,49.5802846640605,11.002133361808216,0.0,False
2,1,1211.959827688468,944.3872697017828,49.569617061356645,11.014828470109427,5.872340425531915,True
2,2,2006.5092873778988,0.0,49.56093608163459,11.025459132326706,0.0,False
2,3,887.2605423303089,952.8451191333013,49.5697711647223,11.010343662467447,0.9361702127659575,False
2,4,1280.2231617247865,800.8305342089164,49.56831017170307,11.015718832686323,0.0,False
2,5,648.7074330096613,1133.223961107437,49.571449875601445,11.007112919062381,0.0,False
2,6,1286.8313161139363,1188.6346067858954,49.571794609717976,11.015953781925013,0.0,False
2,7,1513.6173444014973,2305.931196925167,49.581783458560224,11.019503067031087,0.031914893617021274,False
2,8,1111.8681125517562,971.8263285072345,49.56988780126692,11.013455172854883,0.0,False
2,9,1355.0377874759072,2179.4872314785275,49.58068508551352,11.017263797555476,0.031914893617021274,False
2,10,1283.4666695454237,788.2285075827764,49.56819610902551,11.015758996182193,0.0,False
3,1,1211.959827688468,944.3872697017828,49.569617061356645,11.014828470109427,5.872340425531915,True
3,2,836.2179506356161,772.9725484623488,49.568166513905766,11.009571756428597,0.0425531914893617,False
3,3,734.9816640473096,1063.1994225773246,49.5707997166013,11.008279596402605,0.41489361702127653,False
3,4,1290.899673238084,831.3878716073332,49.568582285090635,11.015877712613177,5.4361702127659575,False
3,5,920.6450221291245,1097.2422705891163,49.571061157164415,11.010858439248693,0.0,False
3,6,1634.9365538453928,2282.9089644692112,49.58154722041645,11.021171773209891,0.0,False
3,7,1168.3147790888352,939.5536411299977,49.569584115698504,11.014223429226076,6.117021276595745,True
3,8,855.5817062330838,1266.654787507402,49.57259966487308,11.010021678543454,0.46808510638297873,False
3,9,1378.2665279883322,742.6216912126272,49.56776330503973,11.017052360981664,0.0,False
3,10,1246.0959526194174,1042.0690368069647,49.57048691966736,11.015336456266494,2.1914893617021276,False
4,1,1168.3147790888352,939.5536411299977,49.569584115698504,11.014223429226076,6.117021276595745,True
4,2,1155.7112272878576,973.2511974104067,49.56989006134951,11.01406169352839,6.3936170212765955,True
4,3,1057.8355674956676,820.9796721911903,49.56854481043301,11.012652569330195,8.106382978723405,True
4,4,1403.34825373611,880.0140699905772,49.5689923004327,11.017449937719936,13.297872340425531,True
4,5,1170.802590272748,807.0159091229882,49.568392113875554,11.014208774523889,7.425531914893617,False
4,6,1201.1388036718233,798.3866000967948,49.568307242753406,11.01462487100651,0.15957446808510636,False
4,7,1209.4209269412172,1033.929342754223,49.570422580277096,11.014826520393811,5.148936170212766,False
4,8,1117.872633403228,915.8851635912209,49.56938349246421,11.013517474358345,6.212765957446809,False
4,9,1281.9563061769043,1024.8487103138555,49.57032348794991,11.015825741538833,3.9787234042553195,False
4,10,1345.0259936275393,927.2856930407117,49.569431286639634,11.016661343913423,1.276595744680851,False
5,1,1403.34825373611,880.0140699905772,49.5689923004327,11.017449937719936,13.297872340425531,True
5,2,1109.5901955953811,814.3193107417413,49.56847249245783,11.01336543203132,6.978723404255319,False
5,3,1469.025745363463,764.5315029289766,49.56793837768782,11.018314887738395,2.574468085106383,False
5,4,1197.9835226937273,766.6698717916063,49.568022895401455,11.014569523324942,1.3297872340425532,False
5,5,941.936034027328,892.4830586055732,49.569215424760415,11.011077078885767,1.9468085106382977,False
5,6,921.9589714609576,734.359279798738,49.567798820912856,11.010742555616316,6.872340425531914,False
5,7,1330.4836877738935,893.596508325879,49.56913195313581,11.016447865060622,0.0,False
5,8,1141.2380600442957,834.6598736593251,49.56864772373247,11.013810376421652,0.0,False
5,9,1136.1595506668802,843.8444579787147,49.568731507313345,11.013743581286073,0.0,False
5,10,1042.8510489649054,646.989877156203,49.566984388828274,11.01238114333877,6.127659574468085,False
6,1,1403.34825373611,880.0140699905772,49.5689923004327,11.017449937719936,13.297872340425531,True
6,2,1251.5943453000318,859.9565256648402,49.56884855821918,11.015345031261878,5.638297872340425,False
6,3,1194.818262358249,853.953672503517,49.568808265362584,11.014558075639277,6.053191489361702,False
6,4,1230.6520091424918,797.8528897634229,49.56829534090242,11.015032587482375,0.23404255319148937,False
6,5,1227.3044667647334,976.3199165673848,49.56990041497288,11.015052380860807,6.574468085106383,False
6,6,1152.8403173786592,746.2678377900244,49.56785036162939,11.013938036350376,4.191489361702128,False
6,7,1120.980301384976,730.311466611457,49.567714592006865,11.013491788191766,5.670212765957447,False
6,8,1357.7191002446737,982.0203999864722,49.569920246563385,11.016857063641464,11.261702127659575,False
6,9,1336.0589256118571,852.2107297722072,49.56875858703215,11.016509593313273,5.202127659574468,False
6,10,1009.9273307896062,514.8070179018133,49.56580408799689,11.011877254403615,0.0,False
7,1,1403.34825373611,880.0140699905772,49.5689923004327,11.017449937719936,13.297872340425531,True
7,2,1247.7201092923683,765.2194954383924,49.56799788499183,11.0152564119641,0.0,False
7,3,1324.4034596161198,985.9816934857961,49.56996388210739,11.016398047226774,0.0,False
7,4,1129.8960358821255,1055.8706483008675,49.570638952351686,11.013735443320021,0.0,False
7,5,1439.9962980235957,957.641683615931,49.56968127160687,11.017985248286221,0.0,False
7,6,1347.7357491760304,873.4996225276765,49.56894714280278,11.016678871436941,5.372340425531915,False
7,7,1205.8516974057845,1036.5376877827066,49.57044688627828,11.014778151913891,4.968085106382978,False
7,8,1342.683379038989,974.257810832906,49.56985409035831,11.016646366401714,0.6702127659574468,False
7,9,1371.181003731643,840.7250370516172,49.56864687794778,11.016990778118732,5.6063829787234045,False
7,10,1207.6550438088598,821.2396651147262,49.5685111041877,11.014723392422225,5.9787234042553195,False
8,1,1403.34825373611,880.0140699905772,49.5689923004327,11.017449937719936,13.297872340425531,True
8,2,1240.1057649926443,902.3756018258753,49.56923263601962,11.015201944304161,0.0,False
8,3,1387.8590463156984,757.4586609611267,49.56789436508896,11.017190439123183,0.0,False
8,4,1269.9865796401145,862.7059396850678,49.568868844408705,11.01560025854204,0.0,False
8,5,1350.6476635950617,979.5417407687769,49.569899669438904,11.016758405010977,0.0,False
8,6,1330.8393712837342,920.1533023204302,49.56937059043207,11.016462618479423,0.0,False
8,7,1240.5010821619014,891.2669846647298,49.56913268374669,11.015203295903852,0.0,False
8,8,1262.972347243271,880.5967660613476,49.569031356863405,11.01550993491277,5.670212765957447,False
