x,y,pdr
1300.9188643533155,1347.2520049314946,28.925531914893615
1290.8843659559293,1364.9707149479443,0.0
1291.967474970176,1333.1312266833356,0.0
1288.7751573937662,1345.511242661885,0.0
1297.9712240935012,1356.0638058920003,0.0
1300.353905091853,1350.998745559825,0.0
1298.5028080839193,1345.6311020309522,0.0
1299.1940482466616,1350.0887278972182,0.0
1294.8648453627836,1346.9890786389196,0.0
1288.0835134414172,1331.7122653638476,0.0
