Step,Temp,X,Y,Lat,Lon,PDR,Accepted,IsBest
1,10.0,2306.2376824469256,1965.241937633801,49.57852919041209,11.030334002711541,1.446808510638298,True,True
2,10.0,2245.2338804161873,2098.547336177618,49.57974227740113,11.029540392491084,3.361702127659574,True,True
3,10.0,2193.3357643250656,2055.015926543023,49.57936355442709,11.028806696313248,2.7127659574468086,True,False
4,8.5,2180.5148152719794,2109.4816874956555,49.57985625867268,11.028649758948136,3.0319148936170213,True,False
5,8.5,2107.043497200897,2221.704011206173,49.58088283838456,11.027675867479324,3.1382978723404253,True,False
6,8.5,2139.9508608597016,2233.6701689180118,49.5809824288489,11.028135266807324,3.2446808510638294,True,False
7,7.225,2216.634597558538,2220.898594943181,49.5808490353732,11.029190646561263,3.351063829787234,True,False
8,7.225,2174.379673320587,2216.9476576763104,49.580823764388555,11.028605006403328,3.3404255319148937,True,False
9,7.225,2136.068740364694,2196.2325257615225,49.58064684018864,11.02806764359288,3.2021276595744683,True,False
10,6.141249999999999,2266.6118398666467,2121.199346141614,49.57994071285978,11.029844381994112,3.3723404255319145,True,True
11,6.141249999999999,2325.4815749646823,2021.3729083947578,49.579029085925164,11.030620978592326,2.021276595744681,True,False
12,6.141249999999999,2325.4815749646823,2021.3729083947578,49.579029085925164,11.030620978592326,2.021276595744681,False,False
13,5.220062499999999,2417.6579410085287,1926.4654501365794,49.57815358560427,11.031859815197173,2.574468085106383,True,False
14,5.220062499999999,2537.2127010282143,2038.4463699656462,49.579131148877025,11.033554389529005,2.8404255319148937,True,False
15,5.220062499999999,2537.2127010282143,2038.4463699656462,49.579131148877025,11.033554389529005,2.8404255319148937,False,False
16,4.437053124999999,2541.484636501942,2187.437158523384,49.5804693945881,11.033669126785563,2.893617021276596,True,False
17,4.437053124999999,2514.2244191433556,2301.3167597448983,49.58149968639375,11.033334816798307,2.617021276595745,True,False
18,4.437053124999999,2478.59956351713,2333.931237885862,49.5818015139715,11.032854488606509,2.734042553191489,True,False
19,3.7714951562499994,2453.8497240375423,2287.8781120797676,49.581393552141456,11.032495117989717,2.9787234042553195,True,False
20,3.7714951562499994,2305.5046775478772,2293.7032985484525,49.58148192552808,11.030446426280685,3.095744680851064,True,False
21,3.7714951562499994,2159.23244890047,2418.694681012457,49.582640952711294,11.028470807509908,2.170212765957447,True,False
22,3.2057708828124993,2263.4421091747,2365.875230590404,49.582140887023556,11.029891835350012,2.6382978723404253,True,False
23,3.2057708828124993,2216.7451527657454,2221.8767831268406,49.580857801559176,11.029192539749832,3.3404255319148937,True,False
24,3.2057708828124993,2266.5038132872637,2311.276784238953,49.581649355937444,11.029913795268033,2.9574468085106385,True,False
25,2.7249052503906244,2222.999893212139,2279.147678624719,49.581371096402385,11.029300368915528,3.095744680851064,True,False
26,2.7249052503906244,2157.4538747545143,2323.4277628160908,49.581785023534,11.028410703237695,2.723404255319149,True,False
27,2.7249052503906244,2242.6555642230674,2281.88022868608,49.58139089285219,11.029573127247703,3.095744680851064,True,False
28,2.316169462832031,2233.758507767986,2430.78113844971,49.58273152927819,11.029505663322595,2.2340425531914896,True,False
29,2.316169462832031,2156.7363025380514,2329.89961489547,49.581843373350075,11.028403195329144,2.6914893617021276,True,False
30,2.316169462832031,2060.347974038947,2419.4988467165754,49.58267214237475,11.027103994686156,2.095744680851064,True,False
