AgentID,Step,Temp,StepLimit,X,Y,Lat,Lon,PDR,Accepted,IsBest
Agent_1,1,50.0,150.0,1661.3966035310598,108.34405144299075,49.561993405579805,11.020730134208979,0.0,True,True
Agent_1,2,50.0,150.0,1601.9171610363128,0.0,49.561033840691294,11.019867962625472,0.0,True,True
Agent_1,3,50.0,150.0,1597.9747211759704,2.105787118394277,49.56105372117263,11.019814261923758,0.0,True,True
Agent_1,4,42.5,127.8061224489796,1594.5851815192927,1.9916919182300894,49.5610535133858,11.019767378474498,0.0,True,True
Agent_1,5,42.5,127.8061224489796,1553.6068841537879,0.0,49.56104549555727,11.019200347608336,0.0,True,True
Agent_1,6,42.5,127.8061224489796,1466.0061972399537,0.0,49.561066619425986,11.017989764865348,0.0,True,True
Agent_1,7,36.125,108.94132653061224,1492.1373391715272,0.0,49.561060319535045,11.018350879870876,0.0,True,True
Agent_1,8,36.125,108.94132653061224,1550.491316138131,86.42421346720386,49.561823126964,11.019189340493158,0.0,True,True
Agent_1,9,36.125,108.94132653061224,1559.2887794479066,92.22253936426478,49.56187312683999,11.019313067709215,0.0,True,True
Agent_1,10,30.70625,92.90625000000001,1499.671229021272,46.73806933062638,49.56147863854284,11.018472318466703,0.0,True,True
Agent_1,11,30.70625,92.90625000000001,1411.5948295457758,26.33583126812332,49.56131647064509,11.017247592004564,0.0,True,True
Agent_1,12,30.70625,92.90625000000001,1338.6207078945258,1.586288326424814,49.56111157374952,11.016229967658493,0.0,True,True
Agent_1,13,26.1003125,79.2764349489796,1368.1724138145432,0.0,49.56109019592418,11.016637765907834,0.0,True,True
Agent_1,14,26.1003125,79.2764349489796,1385.4956628380244,5.1303205532041645,49.561132139697236,11.016879062266455,0.0,True,True
Agent_1,15,26.1003125,79.2764349489796,1401.6793617404433,13.999858180304676,49.561207969963085,11.017105996302956,0.0,True,True
Agent_1,16,22.185265625,67.69109215561224,1394.155115784492,56.36708163147557,49.56159062864918,11.017017709661358,0.0,True,True
Agent_1,17,22.185265625,67.69109215561224,1384.4352845964615,66.69409429905105,49.561685801737404,11.016887211671598,0.0,True,True
Agent_1,18,22.185265625,67.69109215561224,1424.8726489316543,49.692180159702204,49.561523224699705,11.017439737245475,0.0,True,True
Agent_1,19,18.85747578125,57.84355078125,1444.9258152671703,86.79507779515745,49.561851915179574,11.017730610144183,0.0,True,True
Agent_1,20,18.85747578125,57.84355078125,1403.3357480982381,126.11940584847565,49.56221543107215,11.017170421590205,0.0,True,True
Agent_1,21,18.85747578125,57.84355078125,1366.2435048825935,112.2497766694789,49.562099691830575,11.016652682079835,0.0,True,True
Agent_1,22,16.028854414062497,49.473140613042084,1368.0864587013075,101.06891942556575,49.561998741335465,11.016674009976754,0.0,True,True
Agent_1,23,16.028854414062497,49.473140613042084,1362.7912615650398,113.21045666616993,49.56210915920619,11.016605329113416,0.0,True,True
Agent_1,24,16.028854414062497,49.473140613042084,1403.3883073897068,97.98942733980208,49.56196255362797,11.017160726878286,0.0,True,True
Agent_1,25,13.624526251953123,42.35829197006536,1394.0069883884223,84.10306026980538,49.561839987431526,11.017025936843515,0.0,True,True
Agent_1,26,13.624526251953123,42.35829197006536,1383.160021518045,86.97165306240983,49.561868387185065,11.016877099021503,0.0,True,True
Agent_1,27,13.624526251953123,42.35829197006536,1372.8478736788775,82.78589045380961,49.56183324517731,11.016733039212241,0.0,True,True
Agent_1,28,11.580847314160154,36.31067062353515,1384.4629421348523,74.10184206059252,49.561752384493175,11.016890337755749,0.0,True,True
Agent_1,29,11.580847314160154,36.31067062353515,1402.9619692565193,73.81560829166067,49.561745354109235,11.01714587973977,0.0,True,True
Agent_1,30,11.580847314160154,36.31067062353515,1406.7702063272409,74.97713434831417,49.561754877575574,11.017198938110594,0.0,True,True
Agent_1,31,9.84372021703613,31.170192478984468,1410.208903675027,62.27557643908911,49.56163987263544,11.017241753768891,0.0,True,True
Agent_1,32,9.84372021703613,31.170192478984468,1387.3598655506896,83.29890125665295,49.56183436033052,11.016933778627633,0.0,True,True
Agent_1,33,9.84372021703613,31.170192478984468,1413.748749409125,78.45002430125668,49.56178441423896,11.017296664989608,0.0,True,True
Agent_1,34,8.36716218448071,26.800786056116387,1410.4066520517863,60.48792692064028,49.56162375552049,11.01724382428403,0.0,True,True
Agent_1,35,8.36716218448071,26.800786056116387,1408.594017360162,77.57030557225538,49.56177774850432,11.017225103023117,0.0,True,True
Agent_1,36,8.36716218448071,26.800786056116387,1397.4411169725868,82.41613977991766,49.56182399596243,11.017072770097878,0.0,True,True
Agent_1,37,7.1120878568086034,23.086790596678522,1401.7638788968472,78.13946425116801,49.56178451062986,11.017130924460405,0.0,True,True
Agent_1,38,7.1120878568086034,23.086790596678522,1410.8960594549342,97.1271796876999,49.56195299355891,11.017264161540455,0.0,True,True
Agent_1,39,7.1120878568086034,23.086790596678522,1406.474964348276,111.20036585253334,49.56208056502022,11.017208277458186,0.0,True,True
Agent_1,40,6.045274678287313,19.929894456156333,1415.1866574493527,123.65218944323463,49.56219039702552,11.01733328313031,0.0,True,True
Agent_1,41,6.045274678287313,19.929894456156333,1417.0775818208203,113.25281268549277,49.56209645971268,11.01735556212424,0.0,True,True
Agent_1,42,6.045274678287313,19.929894456156333,1416.9031930432513,113.59960376519098,49.56209961909819,11.017353280619826,0.0,True,True
Agent_1,43,5.1384834765442156,17.246532736712474,1427.2798557528888,103.69725718430878,49.56200810457473,11.017493013267185,0.0,True,True
Agent_1,44,5.1384834765442156,17.246532736712474,1441.4305811653978,109.08761431611374,49.56205314869277,11.01769056815006,0.0,True,True
Agent_1,45,5.1384834765442156,17.246532736712474,1448.627441525133,113.38380623249421,49.56209003309093,11.017791618073334,0.0,True,True
Agent_1,46,4.3677109550625834,14.965675275185195,1449.3903709935107,101.94799766427403,49.56198705095587,11.01779792362837,0.0,True,True
Agent_1,47,4.3677109550625834,14.965675275185195,1441.261220572615,103.22074791718573,49.56200045135053,11.017686053648692,0.0,True,True
Agent_1,48,4.3677109550625834,14.965675275185195,1445.6662060589567,98.67132716675462,49.561958494146594,11.017745242938608,0.0,True,True
Agent_1,49,3.7125543118031956,13.026946432887009,1436.4458000592012,96.34734868964715,49.56193982596117,11.017616959556474,0.0,True,True
Agent_1,50,3.7125543118031956,13.026946432887009,1431.54382154526,108.34858244239948,49.5620488883827,11.017553663060616,0.0,True,True
Agent_1,51,3.7125543118031956,13.026946432887009,1425.3049416727886,110.90529466863208,49.5620733747109,11.017468391421291,0.0,True,True
Agent_1,52,3.1556711650327163,11.379026916933547,1425.9139831005448,114.70386404667832,49.56210737385522,11.017478215585706,0.0,True,True
Agent_1,53,3.1556711650327163,11.379026916933547,1426.2262583035945,117.1901899018481,49.56212964856188,11.017483452347978,0.0,True,True
Agent_1,54,3.1556711650327163,11.379026916933547,1424.4561242453512,115.27881544160489,49.56211289353699,11.017458281535605,0.0,True,True
Agent_1,55,2.682320490277809,9.978295328373108,1424.905556484906,114.73300416476485,49.56210787883883,11.017464290294193,0.0,True,True
Agent_1,56,2.682320490277809,9.978295328373108,1423.8636924185976,112.8663606293224,49.56209135038644,11.017449200495793,0.0,True,True
Agent_1,57,2.682320490277809,9.978295328373108,1429.1003763738536,110.6203057336314,49.562069898162214,11.017520737312337,0.0,True,True
Agent_1,58,2.2799724167361375,8.787673478096734,1430.631761206871,103.69149922478647,49.562007244963745,11.017539333150081,0.0,True,True
Agent_1,59,2.2799724167361375,8.787673478096734,1433.7386304733059,105.85848570502833,49.56202597552805,11.017583071808726,0.0,True,True
Agent_1,60,2.2799724167361375,8.787673478096734,1427.4687752021864,107.17645106688808,49.56203933405549,11.017496913173945,0.0,True,True
Agent_1,61,1.9379765542257168,7.7756449053618155,1428.2302531390947,107.10043843210292,49.56203846724149,11.017507408342269,0.0,True,True
Agent_1,62,1.9379765542257168,7.7756449053618155,1424.6650044153457,112.7731627409586,49.56209031949547,11.017460239800828,0.0,True,True
Agent_1,63,1.9379765542257168,7.7756449053618155,1425.9448601409729,116.01814728502762,49.56211918070897,11.017479129261943,0.0,True,True
Agent_1,64,1.6472800710918591,6.9154206185371345,1425.6366808433881,117.71795295987664,49.56213453479898,11.017475500144625,0.0,True,True
Agent_1,65,1.6472800710918591,6.9154206185371345,1420.0563224895186,119.80135912730276,49.56215460774717,11.017399153491768,0.0,True,True
Agent_1,66,1.6472800710918591,6.9154206185371345,1426.6206204063415,121.96108844490416,49.56217243986143,11.01749067001098,0.0,True,True
Agent_1,67,1.4001880604280803,6.184229974736156,1432.2411308930618,120.85213721507095,49.562161116701226,11.017567932610843,0.0,True,True
Agent_1,68,1.4001880604280803,6.184229974736156,1433.7485959259982,123.4497242882752,49.56218410348126,11.017589727759463,0.0,True,True
Agent_1,69,1.4001880604280803,6.184229974736156,1433.4538475131944,123.66094186553251,49.5621860731894,11.017585732702155,0.0,True,True
Agent_1,70,1.1901598513638683,5.562717927505324,1434.9228167521105,123.5249589048874,49.56218449676249,11.01760598296519,0.0,True,True
Agent_1,71,1.1901598513638683,5.562717927505324,1432.66314270534,124.18132607849567,49.56219094157972,11.017574998254863,0.0,True,True
Agent_1,72,1.1901598513638683,5.562717927505324,1435.7534466195737,124.09242414652402,49.5621893975925,11.017617672255941,0.0,True,True
Agent_1,73,1.011635873659288,5.034432687359118,1436.59463827863,125.32680751945531,49.56220029090523,11.017629754634333,0.0,True,True
Agent_1,74,1.011635873659288,5.034432687359118,1434.1958908306235,124.02412803364635,49.56218915907684,11.01759612206162,0.0,True,True
Agent_1,75,1.011635873659288,5.034432687359118,1436.9492146118307,125.05791016194512,49.562197788282994,11.017634555119317,0.0,True,True
Agent_2,1,50.0,150.0,2234.23396821077,470.89856526784195,49.56511388931369,11.028781560613108,0.8085106382978723,True,False
Agent_2,2,50.0,150.0,2150.4782496471594,413.9512260837695,49.56462227832033,11.027602815369946,1.0638297872340425,True,True
