Num_RSUs,PDR_Percent,RSU_Coords
10,0.0,"[{'x': 1295.9832069364577, 'y': 1366.54463990598}, {'x': 1298.1064137210878, 'y': 1346.1618530270753}, {'x': 1289.3175144320471, 'y': 1346.5346948806364}, {'x': 1288.058667053211, 'y': 1346.5261178472515}, {'x': 1300.9557977284635, 'y': 1370.2332814941217}, {'x': 1301.866192408194, 'y': 1362.0083000151212}, {'x': 1292.2680552078418, 'y': 1348.4748219533076}, {'x': 1297.3296789296369, 'y': 1350.08307446243}, {'x': 1309.584376962519, 'y': 1349.4906832758563}, {'x': 1304.7805042409498, 'y': 1358.356235422429}]"
