AgentID,Step,Temp,X,Y,Lat,Lon,PDR,IsBest
Agent_1,1,10.0,1324.3503873199948,1360.2332497793973,49.57603688443422,11.015955935292821,28.04255319148936,True
Agent_1,2,10.0,1376.1616346647497,1329.874894148407,49.575751506691,11.016660902749297,25.73404255319149,False
Agent_1,3,10.0,1369.8458883934193,1357.6913976968428,49.57600307489054,11.01658390401082,26.106382978723403,False
Agent_1,4,8.5,1394.0267662150884,1358.9408376530346,49.5760084793888,11.016918632967077,25.574468085106382,False
Agent_1,5,8.5,1394.0267662150884,1358.9408376530346,49.5760084793888,11.016918632967077,25.574468085106382,False
Agent_1,6,8.5,1388.2627016579302,1336.0120147638831,49.57580375812415,11.016830456055391,25.286170212765956,False
Agent_1,7,7.225,1388.2627016579302,1336.0120147638831,49.57580375812415,11.016830456055391,25.286170212765956,False
Agent_1,8,7.225,1378.2324767146372,1324.819747626805,49.57570556629004,11.016687655829097,24.861702127659573,False
Agent_1,9,7.225,1378.8064677987313,1332.1556018387282,49.57577137098381,11.016698308710877,25.72340425531915,False
Agent_1,10,6.141249999999999,1356.0532250699093,1341.100501205616,49.57585726021117,11.01638709327302,26.45744680851064,False
Agent_1,11,6.141249999999999,1414.3442347195448,1364.8641754075547,49.57605682840245,11.01720168826181,24.127659574468087,False
Agent_1,12,6.141249999999999,1413.0405140949845,1362.8700892462775,49.57603921752127,11.017182927078176,24.22340425531915,False
Agent_1,13,5.220062499999999,1369.4219797201758,1315.7290638837346,49.57562597180705,11.016562495724736,23.382978723404253,False
Agent_1,14,5.220062499999999,1374.9074206105993,1359.746760890727,49.576020331231014,11.016654634048601,25.98936170212766,False
Agent_1,15,5.220062499999999,1420.6132543089525,1402.6891504358741,49.57639533113813,11.017302369105408,25.22340425531915,False
Agent_1,16,4.437053124999999,1358.3207565009702,1412.8509533980712,49.57650168865383,11.016445022856141,25.893617021276594,False
Agent_1,17,4.437053124999999,1374.168349436984,1408.3172768942206,49.576457116350774,11.016662415351604,25.53191489361702,False
Agent_1,18,4.437053124999999,1375.3942309929669,1398.4315050232397,49.57636795640271,11.016675698303441,25.680851063829785,False
Agent_1,19,3.7714951562499994,1339.7093879734443,1370.1771425109205,49.576122571669615,11.016171935491974,26.73404255319149,False
Agent_1,20,3.7714951562499994,1317.551381870949,1392.1764990791053,49.57632566450704,11.015873780688676,27.840425531914892,False
Agent_1,21,3.7714951562499994,1338.9654952137278,1438.0922189866706,49.57673324897737,11.016186812476683,25.978723404255323,False
Agent_1,22,3.2057708828124993,1320.695258324517,1447.4794500847759,49.576822033251304,11.015937726069993,25.574468085106382,False
Agent_1,23,3.2057708828124993,1339.4808611505089,1484.1236239909074,49.57714690750357,11.016210990422241,23.404255319148938,False
Agent_1,24,3.2057708828124993,1312.5191818925869,1478.6540903225448,49.577104235848104,11.015836249003202,23.47872340425532,False
Agent_1,25,2.7249052503906244,1301.6705055034577,1463.9762841937657,49.576974907949285,11.015680841719385,23.670212765957448,False
Agent_1,26,2.7249052503906244,1308.8680442405414,1435.600343494168,49.57671809906826,11.015769828989226,26.21276595744681,False
Agent_1,27,2.7249052503906244,1308.8680442405414,1435.600343494168,49.57671809906826,11.015769828989226,26.21276595744681,False
Agent_1,28,2.316169462832031,1332.2096812921352,1431.5914116136923,49.5766764397914,11.016091013356457,26.085106382978722,False
Agent_1,29,2.316169462832031,1340.8877054254765,1449.141114657092,49.576832105959056,11.016217478060813,25.255319148936174,False
Agent_1,30,2.316169462832031,1340.9188840150355,1443.7888201027538,49.576783985929374,11.016215926152903,25.904255319148938,False
Agent_1,31,1.968744043407226,1346.3438808974122,1435.1284365183633,49.57670482958325,11.016287711567383,25.893617021276594,False
Agent_1,32,1.968744043407226,1345.6968492567626,1428.211737351973,49.57664281029679,11.016276204593565,25.968085106382976,False
Agent_1,33,1.968744043407226,1369.1436286365902,1415.644231495425,49.576524190096286,11.016595670109341,25.595744680851062,False
Agent_1,34,1.6734324368961422,1364.1046563701484,1429.353203751024,49.576648636071795,11.016531092434121,25.638297872340427,False
