Step,Temp,X,Y,Lat,Lon,PDR,Accepted,IsBest
57,0.5364640980555619,2011.223553556588,1935.6827817918568,49.57833498003638,11.026244665113412,3.0,False,False
58,0.45599448334722764,1888.208536921354,1879.0882555659873,49.577856017766365,11.02452303202994,3.4574468085106385,True,False
59,0.45599448334722764,1924.7231962145515,1908.9984588418606,49.57811604901223,11.02503894137382,3.3829787234042556,True,False
60,0.45599448334722764,1924.7231962145515,1908.9984588418606,49.57811604901223,11.02503894137382,3.3829787234042556,False,False
61,0.3875953108451435,1924.7231962145515,1908.9984588418606,49.57811604901223,11.02503894137382,3.3829787234042556,False,False
62,0.3875953108451435,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,True,True
63,0.3875953108451435,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,False,True
64,0.32945601421837195,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,False,True
65,0.32945601421837195,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,False,True
66,0.32945601421837195,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,False,True
67,0.28003761208561617,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,False,True
68,0.28003761208561617,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,False,True
69,0.28003761208561617,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,False,True
70,0.23803197027277373,1840.302919343932,1839.0362627544853,49.57750757334472,11.023845888421048,3.6595744680851063,False,True
71,0.23803197027277373,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,True,True
72,0.23803197027277373,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
73,0.20232717473185766,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
74,0.20232717473185766,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
75,0.20232717473185766,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
76,0.17197809852207901,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
77,0.17197809852207901,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
78,0.17197809852207901,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
79,0.14618138374376716,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
80,0.14618138374376716,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
81,0.14618138374376716,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
82,0.12425417618220208,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
83,0.12425417618220208,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
84,0.12425417618220208,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
85,0.10561604975487177,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
86,0.10561604975487177,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
87,0.10561604975487177,1775.0946970580771,1795.6598979137473,49.57713342421162,11.0229283302779,4.74468085106383,False,True
