Run,Step,Max_PDR,Avg_PDR
1,1,26.255319148936167,14.28723404255319
1,2,26.840425531914892,13.702127659574467
1,3,26.73404255319149,13.52659574468085
1,4,25.978723404255323,13.159574468085108
1,5,17.78723404255319,9.042553191489361
1,6,17.78723404255319,9.398936170212766
1,7,13.702127659574467,7.547872340425531
1,8,14.351063829787233,7.792553191489361
1,9,14.351063829787233,7.792553191489361
1,10,14.351063829787233,7.244680851063829
1,11,14.957446808510639,8.00531914893617
1,12,12.957446808510639,6.5638297872340425
1,13,11.925531914893616,6.031914893617021
1,14,13.904255319148936,7.0638297872340425
1,15,15.659574468085106,8.122340425531915
1,16,15.659574468085106,8.159574468085106
1,17,15.51063829787234,8.090425531914894
1,18,15.734042553191491,8.085106382978724
1,19,15.734042553191491,8.053191489361703
1,20,15.914893617021278,8.23936170212766
1,21,17.29787234042553,9.28191489361702
1,22,17.23404255319149,9.26595744680851
1,23,18.340425531914896,9.808510638297873
1,24,18.553191489361705,9.909574468085108
1,25,18.553191489361705,9.893617021276597
1,26,18.553191489361705,9.893617021276597
1,27,17.159574468085108,9.196808510638299
1,28,17.159574468085108,9.180851063829788
1,29,17.159574468085108,9.186170212765958
1,30,17.159574468085108,9.196808510638299
1,31,16.851063829787233,9.037234042553191
1,32,17.70212765957447,9.462765957446809
1,33,18.425531914893618,9.829787234042554
1,34,19.904255319148938,10.563829787234043
1,35,19.93617021276596,10.585106382978724
1,36,19.93617021276596,10.585106382978724
1,37,19.93617021276596,10.579787234042554
1,38,19.93617021276596,10.579787234042554
1,39,19.9468085106383,10.585106382978724
1,40,19.98936170212766,10.606382978723405
1,41,20.106382978723406,10.675531914893618
1,42,19.96808510638298,10.617021276595745
1,43,19.96808510638298,10.617021276595745
1,44,20.75531914893617,11.01063829787234
1,45,20.75531914893617,10.99468085106383
1,46,20.75531914893617,10.99468085106383
1,47,20.22340425531915,10.73404255319149
1,48,20.22340425531915,10.72872340425532
1,49,20.22340425531915,10.73936170212766
1,50,20.72340425531915,10.98936170212766
1,51,20.72340425531915,10.98936170212766
1,52,20.72340425531915,10.98404255319149
1,53,20.79787234042553,11.03191489361702
1,54,20.77659574468085,11.02659574468085
1,55,20.77659574468085,11.02659574468085
1,56,20.77659574468085,11.02127659574468
1,57,20.93617021276596,11.111702127659575
1,58,20.93617021276596,11.106382978723405
1,59,20.93617021276596,11.106382978723405
1,60,20.93617021276596,11.106382978723405
1,61,20.93617021276596,11.106382978723405
1,62,20.93617021276596,11.101063829787234
1,63,20.93617021276596,11.101063829787234
1,64,20.93617021276596,11.101063829787234
1,65,20.93617021276596,11.101063829787234
1,66,20.93617021276596,11.101063829787234
1,67,20.93617021276596,11.106382978723405
1,68,20.93617021276596,11.106382978723405
1,69,20.93617021276596,11.106382978723405
1,70,20.93617021276596,11.106382978723405
1,71,20.93617021276596,11.106382978723405
1,72,20.93617021276596,11.106382978723405
1,73,20.93617021276596,11.106382978723405
1,74,20.93617021276596,11.106382978723405
1,75,20.93617021276596,11.122340425531915
1,76,20.93617021276596,11.122340425531915
1,77,20.93617021276596,11.122340425531915
1,78,20.93617021276596,11.117021276595745
1,79,20.93617021276596,11.117021276595745
1,80,20.93617021276596,11.117021276595745
1,81,20.93617021276596,11.122340425531915
1,82,20.93617021276596,11.122340425531915
1,83,20.93617021276596,11.122340425531915
1,84,20.93617021276596,11.122340425531915
1,85,20.93617021276596,11.122340425531915
1,86,20.93617021276596,11.122340425531915
1,87,20.93617021276596,11.122340425531915
1,88,20.93617021276596,11.122340425531915
1,89,20.93617021276596,11.122340425531915
1,90,20.93617021276596,11.122340425531915
1,91,20.93617021276596,11.122340425531915
1,92,20.93617021276596,11.122340425531915
1,93,20.93617021276596,11.122340425531915
1,94,20.93617021276596,11.122340425531915
1,95,20.93617021276596,11.122340425531915
1,96,20.93617021276596,11.122340425531915
1,97,20.93617021276596,11.122340425531915
1,98,20.93617021276596,11.122340425531915
1,99,20.93617021276596,11.127659574468085
1,100,20.93617021276596,11.127659574468085
2,1,3.776595744680851,1.8882978723404256
2,2,2.223404255319149,1.1117021276595744
2,3,1.819148936170213,0.9095744680851064
2,4,1.702127659574468,0.851063829787234
2,5,1.9361702127659575,0.9680851063829787
2,6,1.7872340425531916,0.8936170212765958
2,7,1.8085106382978722,0.9042553191489361
2,8,1.8617021276595744,0.9308510638297872
2,9,1.4680851063829787,0.7340425531914894
2,10,3.5106382978723407,1.7553191489361704
2,11,3.351063829787234,1.675531914893617
2,12,3.393617021276596,1.696808510638298
2,13,3.2021276595744683,1.6010638297872342
2,14,3.2021276595744683,1.6010638297872342
2,15,3.361702127659574,1.680851063829787
2,16,2.851063829787234,1.425531914893617
2,17,2.5,1.25
2,18,2.24468085106383,1.122340425531915
2,19,1.8510638297872342,0.9255319148936171
2,20,1.9574468085106382,0.9787234042553191
2,21,1.9361702127659575,0.9680851063829787
2,22,1.819148936170213,0.9095744680851064
2,23,1.8510638297872342,0.9255319148936171
2,24,1.9468085106382977,0.9734042553191489
2,25,1.9361702127659575,0.9680851063829787
2,26,1.9893617021276597,0.9946808510638299
2,27,1.9893617021276597,0.9946808510638299
2,28,2.127659574468085,1.0638297872340425
2,29,2.106382978723404,1.053191489361702
2,30,2.2021276595744683,1.1010638297872342
2,31,2.223404255319149,1.1117021276595744
2,32,2.372340425531915,1.1861702127659575
2,33,2.3297872340425534,1.1648936170212767
2,34,2.319148936170213,1.1595744680851066
2,35,2.3297872340425534,1.1648936170212767
2,36,2.3404255319148937,1.1702127659574468
2,37,2.223404255319149,1.1117021276595744
2,38,2.1914893617021276,1.0957446808510638
2,39,2.1914893617021276,1.0957446808510638
2,40,2.1914893617021276,1.0957446808510638
2,41,2.2127659574468086,1.1063829787234043
2,42,2.2127659574468086,1.1063829787234043
2,43,2.2127659574468086,1.1063829787234043
2,44,2.148936170212766,1.074468085106383
2,45,2.127659574468085,1.0638297872340425
2,46,2.1914893617021276,1.0957446808510638
2,47,2.2127659574468086,1.1063829787234043
2,48,2.265957446808511,1.1329787234042554
2,49,2.276595744680851,1.1382978723404256
2,50,2.276595744680851,1.1382978723404256
2,51,2.24468085106383,1.122340425531915
2,52,2.170212765957447,1.0851063829787235
2,53,2.170212765957447,1.0851063829787235
2,54,2.170212765957447,1.0851063829787235
2,55,2.170212765957447,1.0851063829787235
2,56,2.1808510638297873,1.0904255319148937
2,57,2.138297872340426,1.069148936170213
2,58,2.127659574468085,1.0638297872340425
2,59,2.138297872340426,1.069148936170213
2,60,2.1808510638297873,1.0904255319148937
2,61,2.1914893617021276,1.0957446808510638
2,62,2.2127659574468086,1.1063829787234043
2,63,2.2127659574468086,1.1063829787234043
2,64,2.2127659574468086,1.1063829787234043
2,65,2.1808510638297873,1.0904255319148937
2,66,2.1808510638297873,1.0904255319148937
2,67,2.1808510638297873,1.0904255319148937
2,68,2.1808510638297873,1.0904255319148937
2,69,2.1808510638297873,1.0904255319148937
2,70,2.138297872340426,1.069148936170213
2,71,2.170212765957447,1.0851063829787235
2,72,2.170212765957447,1.0851063829787235
2,73,2.1914893617021276,1.0957446808510638
2,74,2.170212765957447,1.0851063829787235
2,75,2.170212765957447,1.0851063829787235
2,76,2.1808510638297873,1.0904255319148937
2,77,2.1808510638297873,1.0904255319148937
2,78,2.1808510638297873,1.0904255319148937
2,79,2.1808510638297873,1.0904255319148937
2,80,2.1808510638297873,1.0904255319148937
2,81,2.1808510638297873,1.0904255319148937
2,82,2.2127659574468086,1.1063829787234043
2,83,2.2127659574468086,1.1063829787234043
2,84,2.2127659574468086,1.1063829787234043
2,85,2.2127659574468086,1.1063829787234043
2,86,2.2127659574468086,1.1063829787234043
2,87,2.24468085106383,1.122340425531915
2,88,2.24468085106383,1.122340425531915
2,89,2.24468085106383,1.122340425531915
2,90,2.24468085106383,1.122340425531915
2,91,2.276595744680851,1.1382978723404256
2,92,2.276595744680851,1.1382978723404256
2,93,2.276595744680851,1.1382978723404256
2,94,2.276595744680851,1.1382978723404256
2,95,2.276595744680851,1.1382978723404256
2,96,2.276595744680851,1.1382978723404256
2,97,2.276595744680851,1.1382978723404256
2,98,2.276595744680851,1.1382978723404256
2,99,2.319148936170213,1.1595744680851066
2,100,2.3297872340425534,1.1648936170212767
3,1,0.010638297872340425,0.005319148936170213
3,2,0.010638297872340425,0.005319148936170213
3,3,0.0,0.0
3,4,0.0,0.0
3,5,0.5,0.26063829787234044
3,6,1.5106382978723405,0.7553191489361702
3,7,1.5106382978723405,0.7553191489361702
3,8,1.797872340425532,0.898936170212766
3,9,1.819148936170213,0.9095744680851064
3,10,1.574468085106383,0.7978723404255319
3,11,1.0957446808510638,0.5585106382978723
3,12,1.0319148936170213,0.5159574468085106
3,13,1.4574468085106382,0.7393617021276595
3,14,1.5638297872340425,0.7925531914893617
3,15,1.723404255319149,0.8617021276595745
3,16,1.574468085106383,0.7872340425531915
3,17,1.574468085106383,0.7872340425531915
3,18,1.5106382978723405,0.7553191489361702
3,19,1.351063829787234,0.6861702127659574
3,20,0.7340425531914894,0.3670212765957447
3,21,0.5851063829787234,0.2925531914893617
3,22,0.5851063829787234,0.2925531914893617
3,23,0.648936170212766,0.324468085106383
3,24,0.6702127659574468,0.3351063829787234
3,25,0.7021276595744681,0.35106382978723405
3,26,0.6808510638297872,0.3457446808510638
3,27,0.6914893617021276,0.35638297872340424
3,28,0.8085106382978723,0.4148936170212766
3,29,0.9255319148936171,0.46276595744680854
3,30,1.0212765957446808,0.5159574468085106
3,31,0.9680851063829787,0.4946808510638298
3,32,0.9680851063829787,0.48936170212765956
3,33,1.0957446808510638,0.5585106382978723
3,34,1.0425531914893618,0.5319148936170213
3,35,0.9468085106382979,0.48404255319148937
3,36,0.9255319148936171,0.46276595744680854
3,37,0.9255319148936171,0.46276595744680854
3,38,0.9787234042553191,0.48936170212765956
3,39,0.9787234042553191,0.48936170212765956
3,40,0.9680851063829787,0.48404255319148937
3,41,0.9680851063829787,0.48404255319148937
3,42,1.074468085106383,0.5372340425531915
3,43,1.1382978723404256,0.5691489361702128
3,44,1.1382978723404256,0.5691489361702128
3,45,1.1808510638297873,0.5904255319148937
3,46,1.202127659574468,0.601063829787234
3,47,1.127659574468085,0.5638297872340425
3,48,1.0851063829787235,0.5425531914893618
3,49,1.074468085106383,0.5372340425531915
3,50,0.9787234042553191,0.48936170212765956
3,51,0.9787234042553191,0.48936170212765956
3,52,0.9787234042553191,0.48936170212765956
3,53,1.0212765957446808,0.5106382978723404
3,54,1.1063829787234043,0.5531914893617021
3,55,1.1914893617021276,0.5957446808510638
3,56,1.1914893617021276,0.5957446808510638
3,57,1.1914893617021276,0.5957446808510638
3,58,1.1914893617021276,0.5957446808510638
3,59,1.2127659574468086,0.6063829787234043
3,60,1.2340425531914894,0.6170212765957447
3,61,1.202127659574468,0.601063829787234
3,62,1.1914893617021276,0.5957446808510638
3,63,1.202127659574468,0.601063829787234
3,64,1.202127659574468,0.601063829787234
3,65,1.202127659574468,0.601063829787234
3,66,1.202127659574468,0.601063829787234
3,67,1.2127659574468086,0.6063829787234043
3,68,1.276595744680851,0.6382978723404255
3,69,1.276595744680851,0.6382978723404255
3,70,1.276595744680851,0.6382978723404255
3,71,1.276595744680851,0.6382978723404255
3,72,1.276595744680851,0.6382978723404255
3,73,1.276595744680851,0.6382978723404255
3,74,1.276595744680851,0.6382978723404255
3,75,1.276595744680851,0.6382978723404255
3,76,1.2872340425531914,0.6436170212765957
3,77,1.3191489361702127,0.6595744680851063
3,78,1.3191489361702127,0.6595744680851063
3,79,1.3191489361702127,0.6595744680851063
3,80,1.3297872340425532,0.6648936170212766
3,81,1.3297872340425532,0.6648936170212766
3,82,1.351063829787234,0.675531914893617
3,83,1.3829787234042552,0.6914893617021276
3,84,1.3829787234042552,0.6914893617021276
3,85,1.3829787234042552,0.6914893617021276
3,86,1.4042553191489362,0.7021276595744681
3,87,1.425531914893617,0.7127659574468085
3,88,1.425531914893617,0.7127659574468085
3,89,1.4361702127659575,0.7180851063829787
3,90,1.4574468085106382,0.7287234042553191
3,91,1.4574468085106382,0.7287234042553191
3,92,1.5,0.75
3,93,1.5106382978723405,0.7553191489361702
3,94,1.5106382978723405,0.7553191489361702
3,95,1.5106382978723405,0.7553191489361702
3,96,1.5106382978723405,0.7553191489361702
3,97,1.5106382978723405,0.7553191489361702
3,98,1.5106382978723405,0.7553191489361702
3,99,1.5106382978723405,0.7553191489361702
3,100,1.5106382978723405,0.7553191489361702
4,1,2.9680851063829787,1.4840425531914894
4,2,2.6382978723404253,1.3404255319148934
4,3,2.904255319148936,1.452127659574468
4,4,2.7659574468085104,1.5
4,5,2.9148936170212765,1.4840425531914894
4,6,2.7659574468085104,1.606382978723404
4,7,0.9680851063829787,0.48936170212765956
4,8,0.4468085106382979,0.4148936170212766
4,9,3.0,1.7287234042553192
4,10,1.3617021276595744,1.0053191489361701
4,11,1.5,1.127659574468085
4,12,3.042553191489362,1.8297872340425534
4,13,3.223404255319149,1.930851063829787
4,14,3.1808510638297873,1.877659574468085
4,15,3.2978723404255317,1.930851063829787
4,16,2.553191489361702,1.601063829787234
4,17,2.553191489361702,1.6170212765957446
4,18,1.6382978723404256,1.1329787234042552
4,19,1.7127659574468084,1.180851063829787
4,20,1.776595744680851,1.2021276595744679
4,21,1.776595744680851,1.1861702127659575
4,22,1.8404255319148937,1.2340425531914894
4,23,1.8085106382978722,1.2021276595744679
4,24,1.8829787234042554,1.2393617021276597
4,25,1.872340425531915,1.2074468085106385
4,26,1.8936170212765957,1.2180851063829787
4,27,1.8829787234042554,1.1914893617021276
4,28,1.8297872340425532,1.1542553191489362
4,29,1.8510638297872342,1.1648936170212767
4,30,1.8617021276595744,1.1542553191489362
4,31,1.8510638297872342,1.1436170212765957
4,32,1.9042553191489362,1.1595744680851063
4,33,1.8936170212765957,1.1542553191489362
4,34,1.872340425531915,1.1436170212765957
4,35,1.8829787234042554,1.1702127659574468
4,36,1.8297872340425532,1.1382978723404256
4,37,1.7872340425531916,1.1010638297872342
4,38,1.9042553191489362,1.1648936170212767
4,39,1.776595744680851,1.106382978723404
4,40,1.776595744680851,1.106382978723404
4,41,1.7446808510638296,1.0904255319148934
4,42,1.7127659574468084,1.0744680851063828
4,43,1.702127659574468,1.0691489361702127
4,44,1.6914893617021278,1.0638297872340425
4,45,1.872340425531915,1.1542553191489362
4,46,1.723404255319149,1.0797872340425532
4,47,1.7553191489361704,1.0957446808510638
4,48,1.7872340425531916,1.1117021276595744
4,49,1.8085106382978722,1.1223404255319147
4,50,1.8085106382978722,1.1223404255319147
4,51,1.797872340425532,1.122340425531915
4,52,1.8404255319148937,1.1436170212765957
4,53,1.8404255319148937,1.148936170212766
4,54,1.8404255319148937,1.1436170212765957
4,55,1.819148936170213,1.1382978723404256
4,56,1.8404255319148937,1.148936170212766
4,57,1.8297872340425532,1.1382978723404256
4,58,1.8404255319148937,1.148936170212766
4,59,1.8510638297872342,1.1542553191489362
4,60,1.8404255319148937,1.148936170212766
4,61,1.872340425531915,1.1648936170212767
4,62,1.872340425531915,1.1648936170212767
4,63,1.8617021276595744,1.1595744680851063
