Run,Gen,Max_PDR,Avg_PDR
1,1,5.148936170212766,1.7680851063829786
1,2,27.200000000000003,7.49659574468085
1,3,27.200000000000003,10.43808510638298
1,4,28.27659574468085,13.126382978723404
1,5,28.27659574468085,16.448936170212765
1,6,28.27659574468085,23.135106382978726
1,7,28.27659574468085,23.832978723404253
1,8,28.829787234042552,22.857446808510637
1,9,29.010638297872344,26.36382978723404
1,10,29.010638297872344,27.490425531914887
2,1,7.9787234042553195,2.1563829787234043
2,2,26.606382978723403,7.556382978723404
2,3,26.606382978723403,15.208510638297875
2,4,27.276595744680854,21.623404255319148
2,5,27.819148936170212,23.48723404255319
2,6,27.819148936170212,22.339042553191486
2,7,28.95744680851064,25.039361702127657
2,8,28.95744680851064,25.295744680851065
2,9,28.95744680851064,26.022978723404254
2,10,28.95744680851064,27.68287234042553
3,1,15.27659574468085,2.10531914893617
3,2,19.78723404255319,7.063829787234044
3,3,19.78723404255319,5.61063829787234
3,4,26.659574468085108,15.451063829787234
3,5,27.829787234042552,25.882978723404257
3,6,27.829787234042552,23.026595744680847
3,7,28.936170212765955,22.402127659574468
3,8,28.936170212765955,26.082978723404256
3,9,28.936170212765955,25.64148936170212
3,10,29.04255319148936,27.369148936170212
4,1,7.659574468085106,2.042553191489362
4,2,23.03723404255319,7.319680851063831
4,3,25.744680851063826,8.347340425531916
4,4,25.744680851063826,10.862765957446808
4,5,25.744680851063826,13.837234042553188
4,6,28.999999999999996,21.476595744680854
4,7,28.999999999999996,26.277659574468082
4,8,28.999999999999996,25.864893617021277
4,9,28.999999999999996,26.389361702127662
4,10,28.999999999999996,28.244361702127662
5,1,4.24468085106383,0.7680851063829788
5,2,19.159574468085104,3.3319148936170206
5,3,22.095744680851066,9.58404255319149
5,4,22.851063829787236,10.711702127659574
5,5,26.563829787234045,10.667021276595746
5,6,27.872340425531917,18.610212765957446
5,7,27.872340425531917,17.134893617021277
5,8,28.319148936170212,22.15531914893617
5,9,28.319148936170212,24.989255319148935
5,10,28.638297872340424,25.8381914893617
6,1,22.54255319148936,3.8
6,2,23.5,11.338297872340425
6,3,27.606382978723403,18.827659574468086
6,4,27.606382978723403,20.52127659574468
6,5,27.606382978723403,23.571702127659574
6,6,28.02127659574468,22.695744680851064
6,7,28.414893617021274,25.741489361702122
6,8,28.414893617021274,24.873936170212765
6,9,29.021276595744684,24.96595744680851
6,10,29.021276595744684,27.7063829787234
7,1,26.340425531914896,5.4
7,2,26.606382978723403,19.0
7,3,26.787234042553195,22.832978723404253
7,4,27.75531914893617,23.038297872340422
7,5,27.75531914893617,22.020212765957446
7,6,27.75531914893617,23.46382978723404
7,7,27.75531914893617,23.931914893617016
7,8,28.659574468085108,25.729787234042554
7,9,28.659574468085108,25.47223404255319
7,10,28.98936170212766,28.348723404255317
8,1,3.648936170212766,1.1468085106382981
8,2,17.882978723404257,3.6446808510638307
8,3,17.882978723404257,3.4819148936170214
8,4,17.882978723404257,6.173404255319149
8,5,25.872340425531913,10.787127659574468
8,6,25.872340425531913,15.02872340425532
8,7,26.23404255319149,22.59468085106383
8,8,26.23404255319149,22.3731914893617
8,9,26.691489361702125,25.109574468085107
8,10,28.180851063829788,26.446808510638295
9,1,3.723404255319149,0.924468085106383
9,2,12.946808510638297,3.83936170212766
9,3,22.69148936170213,7.712765957446808
9,4,22.69148936170213,11.85531914893617
9,5,26.914893617021278,17.630851063829784
9,6,29.06382978723404,22.3531914893617
9,7,29.06382978723404,25.868085106382978
9,8,29.06382978723404,25.970212765957445
9,9,29.06382978723404,25.71893617021277
9,10,29.06382978723404,27.374468085106383
10,1,13.180851063829788,2.488297872340426
10,2,20.47872340425532,5.829787234042554
10,3,27.75531914893617,8.97127659574468
10,4,27.75531914893617,14.176595744680856
10,5,27.75531914893617,14.37659574468085
10,6,27.75531914893617,17.684042553191492
10,7,27.75531914893617,21.18287234042553
10,8,27.75531914893617,19.20340425531915
10,9,28.45744680851064,23.233297872340426
10,10,28.872340425531917,24.925531914893618
11,1,6.723404255319148,1.3606382978723404
11,2,24.98936170212766,4.652127659574468
11,3,25.79787234042553,17.907021276595742
11,4,26.659574468085108,21.599893617021273
11,5,26.659574468085108,13.338297872340428
11,6,26.659574468085108,21.25425531914894
11,7,26.904255319148934,22.81851063829787
11,8,26.904255319148934,23.398617021276593
11,9,28.010638297872344,24.302127659574467
11,10,28.010638297872344,26.376595744680856
12,1,1.351063829787234,0.24148936170212765
12,2,3.691489361702128,1.3712765957446806
12,3,8.98936170212766,2.836170212765958
12,4,10.537234042553191,3.864361702127659
12,5,17.80851063829787,5.956914893617021
12,6,17.80851063829787,8.693617021276596
12,7,19.74468085106383,12.11914893617021
12,8,21.24468085106383,14.562765957446809
12,9,22.574468085106382,19.593617021276593
12,10,22.574468085106382,21.431914893617023
13,1,4.148936170212766,0.8808510638297873
13,2,23.03191489361702,9.644680851063828
13,3,27.53191489361702,17.609574468085103
13,4,28.510638297872344,20.96489361702128
13,5,28.510638297872344,23.409574468085108
13,6,28.510638297872344,21.97446808510638
13,7,28.670212765957448,23.48936170212766
13,8,28.670212765957448,24.652659574468085
13,9,28.97872340425532,27.22340425531915
13,10,29.021276595744684,27.754255319148932
14,1,7.457446808510639,1.441489361702128
14,2,19.574468085106382,6.072340425531914
14,3,24.98936170212766,14.169148936170213
14,4,24.98936170212766,9.43617021276596
14,5,25.882978723404253,17.475531914893615
14,6,25.882978723404253,15.886170212765956
14,7,26.93617021276596,21.602127659574467
14,8,27.21276595744681,20.47446808510638
14,9,27.595744680851062,26.21489361702128
14,10,27.638297872340427,26.155319148936165
15,1,3.4680851063829787,0.8085106382978724
15,2,6.0,2.5840425531914897
15,3,7.531914893617022,2.9563829787234037
15,4,7.531914893617022,3.236170212765958
15,5,7.531914893617022,3.0893617021276603
15,6,7.531914893617022,2.804255319148936
15,7,7.531914893617022,3.128723404255319
15,8,8.042553191489361,3.3468085106382985
15,9,8.042553191489361,4.079787234042554
15,10,8.042553191489361,6.275425531914894
