snapshot_no,time,vehicle_id,x,y
16,40.0,33,646449.91,5492879.88
16,40.0,34,646300.63,5493887.98
16,40.0,35,646230.71,5493554.9
16,40.0,36,645192.08,5493499.26
16,40.0,37,646133.29,5493414.35
16,40.0,38,645735.86,5493325.1
16,40.0,39,645886.21,5493649.49
16,40.0,4,646116.91,5493439.24
16,40.0,40,645747.18,5493586.21
16,40.0,41,645758.58,5493559.72
16,40.0,42,645524.17,5493500.81
16,40.0,43,645043.74,5493660.6
16,40.0,44,646199.64,5493687.98
16,40.0,45,644922.72,5493587.36
16,40.0,46,645355.2,5493979.66
16,40.0,47,644729.08,5493516.56
16,40.0,48,645397.79,5494002.47
16,40.0,5,645045.91,5493537.6
16,40.0,6,645827.52,5493425.22
16,40.0,7,646649.64,5493549.54
16,40.0,8,645677.48,5493464.09
16,40.0,9,645821.66,5493653.17
17,42.0,0,644681.75,5493570.01
17,42.0,1,646286.02,5493558.61
17,42.0,10,646243.28,5493694.34
17,42.0,11,645361.98,5493484.76
17,42.0,12,644978.02,5493685.41
17,42.0,13,645502.35,5493630.47
17,42.0,14,645890.76,5493652.71
17,42.0,15,646368.93,5493700.29
17,42.0,16,645763.89,5493639.63
17,42.0,17,644895.35,5493569.63
17,42.0,18,645409.7,5493976.12
17,42.0,19,644881.63,5493476.95
17,42.0,2,644853.9,5493491.77
17,42.0,20,646361.71,5493448.87
17,42.0,22,646323.03,5493544.04
17,42.0,24,645447.01,5493915.11
17,42.0,25,646328.14,5493512.17
17,42.0,26,646333.44,5493484.53
17,42.0,27,645364.82,5493898.73
17,42.0,28,646114.09,5493673.32
17,42.0,29,646335.7,5493454.6
17,42.0,3,646301.53,5493559.63
17,42.0,30,645654.26,5493651.44
17,42.0,31,645004.15,5493968.89
17,42.0,32,644904.79,5493597.44
17,42.0,33,646405.68,5492922.87
17,42.0,34,646304.9,5493904.06
17,42.0,35,646211.4,5493553.28
17,42.0,36,645224.7,5493493.8
17,42.0,37,646124.0,5493428.43
17,42.0,38,645734.98,5493352.02
17,42.0,39,645918.85,5493649.7
17,42.0,4,646107.55,5493453.5
17,42.0,40,645740.92,5493556.29
17,42.0,41,645763.01,5493584.27
17,42.0,42,645522.23,5493529.22
17,42.0,43,645023.24,5493670.21
17,42.0,44,646169.83,5493682.94
17,42.0,45,644948.98,5493574.78
17,42.0,46,645353.18,5493997.4
17,42.0,47,644744.47,5493547.69
17,42.0,48,645384.66,5494024.36
17,42.0,5,645072.31,5493529.49
17,42.0,6,645870.12,5493407.91
17,42.0,7,646642.1,5493562.08
17,42.0,8,645646.54,5493467.35
17,42.0,9,645797.98,5493653.3
18,44.0,0,644665.65,5493536.1
18,44.0,1,646270.57,5493557.59
18,44.0,10,646213.43,5493690.22
18,44.0,11,645395.92,5493482.19
18,44.0,12,645004.76,5493674.37
18,44.0,13,645505.6,5493610.04
18,44.0,14,645863.35,5493652.79
18,44.0,15,646394.56,5493700.98
18,44.0,16,645756.09,5493616.89
18,44.0,17,644901.61,5493588.05
18,44.0,18,645423.14,5493954.0
18,44.0,19,644907.41,5493465.23
18,44.0,2,644870.67,5493496.93
18,44.0,20,646386.13,5493449.53
18,44.0,22,646318.53,5493558.26
18,44.0,24,645461.12,5493892.14
18,44.0,25,646325.79,5493526.64
18,44.0,26,646330.89,5493497.91
18,44.0,27,645361.69,5493922.61
18,44.0,28,646089.13,5493669.07
18,44.0,29,646335.34,5493439.59
18,44.0,3,646286.02,5493558.61
18,44.0,30,645676.31,5493629.22
18,44.0,31,644988.71,5493966.03
18,44.0,32,644912.02,5493618.91
18,44.0,33,646360.25,5492967.97
18,44.0,34,646308.56,5493918.76
18,44.0,35,646192.08,5493551.67
18,44.0,36,645257.48,5493489.69
18,44.0,37,646114.75,5493442.53
18,44.0,38,645735.03,5493378.92
18,44.0,39,645951.48,5493650.74
18,44.0,4,646098.78,5493466.86
18,44.0,40,645735.83,5493526.19
18,44.0,41,645767.11,5493608.86
18,44.0,42,645518.02,5493557.38
18,44.0,43,644998.8,5493680.3
18,44.0,44,646140.11,5493677.7
18,44.0,45,644980.49,5493561.08
18,44.0,46,645359.24,5494015.24
18,44.0,47,644759.06,5493577.19
18,44.0,48,645373.24,5494032.1
18,44.0,5,645098.84,5493521.82
18,44.0,6,645916.0,5493379.63
18,44.0,7,646634.56,5493574.63
18,44.0,8,645615.82,5493473.81
18,44.0,9,645780.81,5493653.98
19,46.0,0,644657.16,5493518.23
19,46.0,1,646255.11,5493556.58
19,46.0,10,646183.71,5493685.24
19,46.0,11,645429.83,5493479.23
19,46.0,12,645031.31,5493662.85
19,46.0,13,645510.4,5493581.94
19,46.0,14,645835.93,5493653.09
19,46.0,15,646420.16,5493701.78
19,46.0,16,645749.01,5493593.72
19,46.0,17,644915.46,5493590.88
19,46.0,18,645436.68,5493931.95
19,46.0,19,644939.99,5493449.93
19,46.0,2,644879.42,5493522.69
19,46.0,20,646413.93,5493450.27
19,46.0,22,646302.3,5493559.68
19,46.0,24,645475.22,5493869.17
19,46.0,25,646323.49,5493541.13
19,46.0,26,646328.31,5493511.3
19,46.0,27,645358.97,5493946.56
19,46.0,28,646064.16,5493664.73
19,46.0,29,646333.56,5493424.36
19,46.0,3,646270.55,5493557.59
19,46.0,30,645699.04,5493607.66
19,46.0,31,644971.55,5493963.56
19,46.0,32,644921.81,5493647.32
19,46.0,33,646315.54,5493013.78
19,46.0,34,646311.89,5493935.04
19,46.0,35,646179.69,5493564.75
19,46.0,36,645290.37,5493486.53
19,46.0,37,646105.5,5493456.63
19,46.0,38,645735.52,5493405.83
19,46.0,39,645984.11,5493652.01
19,46.0,4,646089.62,5493480.89
19,46.0,40,645730.96,5493496.08
19,46.0,41,645771.36,5493633.41
19,46.0,42,645513.05,5493585.42
19,46.0,43,644974.33,5493690.4
19,46.0,44,646110.36,5493672.68
19,46.0,45,645012.91,5493549.3
19,46.0,46,645371.61,5494027.57
19,46.0,47,644766.53,5493592.21
19,46.0,48,645357.04,5494017.57
19,46.0,5,645125.46,5493514.48
19,46.0,6,645961.83,5493344.15
19,46.0,7,646627.03,5493587.17
19,46.0,8,645584.85,5493477.07
19,46.0,9,645764.95,5493642.71
20,48.0,0,644642.71,5493515.12
20,48.0,1,646240.03,5493555.59
20,48.0,10,646154.0,5493680.04
20,48.0,11,645463.75,5493476.23
20,48.0,12,645058.21,5493652.5
20,48.0,13,645515.98,5493551.39
20,48.0,14,645808.51,5493653.24
20,48.0,15,646445.68,5493703.84
20,48.0,16,645743.6,5493569.96
20,48.0,17,644939.54,5493579.3
20,48.0,18,645450.22,5493909.89
20,48.0,19,644979.65,5493431.77
20,48.0,2,644888.4,5493549.13
20,48.0,20,646423.15,5493437.41
20,48.0,22,646285.62,5493558.58
20,48.0,24,645489.34,5493846.18
20,48.0,25,646321.14,5493555.25
20,48.0,26,646326.09,5493524.73
20,48.0,27,645356.24,5493970.49
20,48.0,28,646041.25,5493660.82
20,48.0,29,646331.89,5493408.77
20,48.0,3,646255.19,5493556.58
20,48.0,30,645720.93,5493585.6
20,48.0,31,644956.26,5493961.76
20,48.0,32,644932.43,5493678.17
20,48.0,33,646270.62,5493059.36
20,48.0,34,646314.84,5493951.38
20,48.0,35,646173.67,5493592.95
20,48.0,36,645323.35,5493484.05
20,48.0,37,646096.99,5493469.6
20,48.0,38,645737.33,5493428.85
20,48.0,39,646016.68,5493654.38
20,48.0,4,646080.87,5493495.51
20,48.0,40,645728.14,5493472.6
20,48.0,41,645783.93,5493650.63
20,48.0,42,645508.26,5493613.39
20,48.0,43,644953.9,5493700.72
20,48.0,44,646080.59,5493667.62
20,48.0,45,645045.43,5493537.77
20,48.0,46,645386.43,5494038.86
20,48.0,47,644783.3,5493590.58
20,48.0,48,645340.19,5494029.72
20,48.0,5,645152.33,5493508.13
20,48.0,6,646004.98,5493305.36
20,48.0,7,646619.6,5493599.55
20,48.0,8,645553.88,5493480.2
20,48.0,9,645757.33,5493620.51
21,50.0,0,644618.93,5493525.61
21,50.0,1,646225.0,5493554.44
21,50.0,10,646124.28,5493675.05
21,50.0,11,645497.71,5493473.24
21,50.0,12,645086.58,5493646.83
21,50.0,13,645519.97,5493520.63
21,50.0,14,645786.3,5493653.71
21,50.0,15,646471.18,5493706.51
21,50.0,16,645739.1,5493546.06
21,50.0,17,644967.75,5493565.82
21,50.0,18,645463.76,5493887.84
21,50.0,19,645025.44,5493410.84
21,50.0,2,644897.25,5493575.21
21,50.0,20,646424.02,5493420.61
21,50.0,22,646268.95,5493557.49
21,50.0,24,645503.45,5493823.19
21,50.0,25,646318.31,5493569.66
21,50.0,26,646323.96,5493538.2
21,50.0,27,645353.79,5493992.03
21,50.0,28,646025.55,5493658.57
21,50.0,29,646330.23,5493393.18
21,50.0,3,646240.45,5493555.61
21,50.0,30,645733.86,5493563.99
21,50.0,31,644941.0,5493959.97
21,50.0,32,644943.1,5493709.0
21,50.0,33,646224.57,5493103.83
21,50.0,34,646317.74,5493967.38
21,50.0,35,646166.9,5493624.65
21,50.0,36,645356.32,5493481.98
21,50.0,37,646087.78,5493483.72
21,50.0,38,645737.11,5493440.16
21,50.0,39,646049.0,5493658.85
21,50.0,4,646072.34,5493510.29
21,50.0,40,645727.02,5493456.58
21,50.0,41,645808.81,5493650.04
21,50.0,42,645504.6,5493631.11
21,50.0,43,644947.17,5493704.51
21,50.0,44,646054.16,5493662.94
21,50.0,45,645078.4,5493527.64
21,50.0,46,645409.94,5494049.75
21,50.0,47,644807.38,5493579.43
21,50.0,48,645326.7,5494053.78
21,50.0,5,645179.23,5493501.99
21,50.0,6,646045.7,5493264.03
21,50.0,7,646612.27,5493612.2
21,50.0,8,645522.83,5493482.41
21,50.0,9,645749.97,5493598.1
22,52.0,0,644595.31,5493536.03
22,52.0,1,646209.56,5493553.13
22,52.0,10,646094.56,5493669.99
22,52.0,11,645531.62,5493470.25
22,52.0,12,645114.99,5493641.15
22,52.0,13,645521.16,5493495.71
22,52.0,14,645770.9,5493650.78
22,52.0,15,646496.4,5493710.71
22,52.0,16,645735.17,5493522.13
22,52.0,17,644997.09,5493554.91
22,52.0,18,645477.3,5493865.79
22,52.0,19,645072.14,5493389.49
22,52.0,2,644902.69,5493591.06
22,52.0,20,646421.21,5493404.01
22,52.0,22,646252.25,5493556.39
22,52.0,24,645517.56,5493800.21
22,52.0,25,646315.13,5493584.0
22,52.0,26,646321.84,5493551.55
22,52.0,27,645354.09,5494008.0
22,52.0,28,646002.62,5493656.51
22,52.0,29,646328.58,5493377.58
22,52.0,3,646225.37,5493554.47
22,52.0,30,645737.21,5493557.24
22,52.0,31,644925.7,5493958.18
22,52.0,32,644952.75,5493736.26
22,52.0,33,646178.83,5493148.66
22,52.0,34,646314.38,5493966.79
22,52.0,35,646160.96,5493654.84
22,52.0,36,645389.88,5493482.64
22,52.0,37,646079.28,5493498.26
22,52.0,38,645728.45,5493454.36
22,52.0,39,646081.16,5493664.46
22,52.0,4,646065.92,5493524.52
22,52.0,40,645723.72,5493433.21
22,52.0,41,645833.7,5493649.9
22,52.0,42,645504.71,5493615.05
22,52.0,43,644939.07,5493704.03
22,52.0,44,646035.65,5493659.9
22,52.0,45,645111.61,5493518.3
22,52.0,46,645436.43,5494061.19
22,52.0,47,644838.33,5493565.09
22,52.0,48,645313.22,5494077.82
22,52.0,5,645206.34,5493496.87
22,52.0,6,646086.43,5493222.69
22,52.0,7,646605.11,5493624.97
22,52.0,8,645491.83,5493485.01
22,52.0,9,645744.61,5493574.94
23,54.0,0,644580.63,5493540.14
23,54.0,1,646194.1,5493551.84
23,54.0,10,646064.81,5493664.85
23,54.0,11,645565.57,5493466.97
23,54.0,12,645143.36,5493635.48
23,54.0,13,645524.52,5493491.66
23,54.0,14,645759.99,5493628.26
23,54.0,15,646521.31,5493716.8
23,54.0,16,645731.24,5493498.2
23,54.0,17,645026.57,5493544.46
23,54.0,18,645490.83,5493843.75
23,54.0,19,645118.69,5493367.85
23,54.0,2,644919.0,5493589.14
23,54.0,20,646418.18,5493387.47
23,54.0,22,646236.7,5493555.37
23,54.0,24,645533.49,5493778.65
23,54.0,25,646312.55,5493598.47
23,54.0,26,646319.3,5493564.93
23,54.0,27,645367.43,5494023.64
23,54.0,28,645977.32,5493654.8
23,54.0,29,646326.28,5493362.07
23,54.0,3,646209.68,5493553.14
23,54.0,30,645737.21,5493557.24
23,54.0,31,644910.42,5493956.39
23,54.0,32,644953.3,5493751.07
23,54.0,33,646133.11,5493193.46
23,54.0,34,646311.42,5493950.45
23,54.0,35,646158.04,5493670.35
23,54.0,36,645422.77,5493479.85
23,54.0,37,646071.03,5493512.92
23,54.0,38,645705.25,5493460.92
23,54.0,39,646113.4,5493669.95
23,54.0,4,646059.68,5493540.19
23,54.0,40,645722.84,5493402.98
23,54.0,41,645858.62,5493649.68
23,54.0,42,645509.17,5493589.18
23,54.0,43,644932.89,5493689.31
23,54.0,44,646017.27,5493657.63
23,54.0,45,645145.05,5493509.79
23,54.0,46,645462.93,5494072.63
23,54.0,47,644838.88,5493533.6
23,54.0,48,645299.73,5494101.89
23,54.0,5,645233.59,5493492.31
23,54.0,6,646127.14,5493181.36
23,54.0,7,646597.94,5493637.76
23,54.0,8,645460.8,5493487.67
23,54.0,9,645740.07,5493551.66
24,56.0,0,644570.54,5493520.68
24,56.0,1,646181.11,5493558.05
24,56.0,10,646040.62,5493660.72
24,56.0,11,645599.39,5493462.98
24,56.0,12,645171.78,5493629.92
24,56.0,13,645523.62,5493515.04
24,56.0,14,645751.04,5493602.56
24,56.0,15,646543.88,5493720.69
24,56.0,16,645728.45,5493475.24
24,56.0,17,645056.15,5493534.38
24,56.0,18,645504.38,5493821.68
24,56.0,19,645165.28,5493346.25
24,56.0,2,644943.4,5493577.46
24,56.0,20,646413.74,5493371.24
24,56.0,22,646220.11,5493554.01
24,56.0,24,645552.02,5493759.06
24,56.0,25,646309.98,5493612.94
24,56.0,26,646316.4,5493578.24
24,56.0,27,645380.17,5494034.04
24,56.0,28,645951.97,5493653.96
24,56.0,29,646326.52,5493350.31
24,56.0,3,646193.34,5493551.77
24,56.0,30,645738.89,5493553.97
24,56.0,31,644895.16,5493954.6
24,56.0,32,644935.03,5493756.65
24,56.0,33,646087.42,5493238.24
24,56.0,34,646308.47,5493934.15
24,56.0,35,646157.8,5493671.6
24,56.0,36,645455.67,5493476.95
24,56.0,37,646065.02,5493526.81
24,56.0,38,645674.22,5493464.43
24,56.0,39,646145.6,5493675.35
24,56.0,4,646053.19,5493555.95
24,56.0,40,645723.6,5493372.47
24,56.0,41,645883.52,5493649.49
24,56.0,42,645514.01,5493561.07
24,56.0,43,644925.1,5493666.7
24,56.0,44,645990.99,5493655.66
24,56.0,45,645178.7,5493502.11
24,56.0,46,645485.06,5494082.19
24,56.0,47,644833.74,5493499.85
24,56.0,48,645285.54,5494125.53
24,56.0,5,645261.02,5493489.37
24,56.0,6,646167.87,5493140.02
24,56.0,7,646590.55,5493650.37
24,56.0,8,645429.81,5493490.33
24,56.0,9,645736.18,5493528.3
25,58.0,0,644561.78,5493497.92
25,58.0,1,646176.12,5493581.43
25,58.0,10,646024.53,5493658.44
25,58.0,11,645633.23,5493458.98
25,58.0,12,645200.24,5493624.5
25,58.0,13,645520.43,5493545.27
25,58.0,14,645734.36,5493590.53
25,58.0,15,646552.92,5493708.06
25,58.0,16,645727.0,5493459.35
25,58.0,17,645086.12,5493525.32
25,58.0,18,645517.91,5493799.64
25,58.0,19,645211.78,5493324.49
25,58.0,2,644973.46,5493563.7
25,58.0,20,646408.93,5493355.14
25,58.0,22,646203.47,5493552.62
25,58.0,24,645570.56,5493739.47
25,58.0,25,646307.67,5493627.44
25,58.0,26,646313.77,5493591.6
25,58.0,27,645400.27,5494045.58
25,58.0,28,645926.65,5493653.15
25,58.0,29,646330.31,5493365.41
25,58.0,3,646180.31,5493561.84
25,58.0,30,645741.76,5493542.59
25,58.0,31,644879.9,5493952.81
25,58.0,32,644916.11,5493761.3
25,58.0,33,646047.58,5493277.57
25,58.0,34,646301.39,5493922.22
25,58.0,35,646156.54,5493675.33
25,58.0,36,645488.57,5493474.04
25,58.0,37,646058.76,5493542.43
25,58.0,38,645642.11,5493467.82
25,58.0,39,646177.76,5493681.01
25,58.0,4,646046.71,5493571.71
25,58.0,40,645725.55,5493342.06
25,58.0,41,645908.4,5493649.59
25,58.0,42,645518.59,5493532.96
25,58.0,43,644916.48,5493641.68
25,58.0,44,645960.82,5493654.25
25,58.0,45,645212.61,5493495.82
25,58.0,46,645481.94,5494084.32
25,58.0,47,644851.16,5493492.8
25,58.0,48,645271.32,5494149.12
25,58.0,5,645288.52,5493486.71
25,58.0,6,646208.63,5493098.64
25,58.0,7,646583.16,5493662.95
25,58.0,8,645398.82,5493492.99
25,58.0,9,645732.34,5493504.93
26,60.0,0,644565.1,5493497.62
26,60.0,1,646170.71,5493606.79
26,60.0,10,646000.86,5493656.37
26,60.0,11,645667.09,5493454.99
26,60.0,12,645228.7,5493619.09
26,60.0,13,645514.68,5493575.79
26,60.0,14,645718.72,5493594.6
26,60.0,15,646560.69,5493694.84
26,60.0,16,645723.94,5493436.52
26,60.0,17,645116.28,5493517.01
26,60.0,18,645533.23,5493778.92
26,60.0,19,645250.71,5493298.85
26,60.0,2,645004.98,5493552.11
26,60.0,20,646401.4,5493340.11
26,60.0,22,646186.81,5493551.42
26,60.0,24,645589.08,5493719.89
26,60.0,25,646305.45,5493641.96
26,60.0,26,646311.39,5493605.03
26,60.0,27,645422.41,5494055.13
26,60.0,28,645901.27,5493652.75
26,60.0,29,646332.16,5493380.98
26,60.0,3,646174.98,5493586.79
26,60.0,30,645738.72,5493524.05
26,60.0,31,644864.62,5493951.02
26,60.0,32,644897.15,5493765.86
26,60.0,33,646011.52,5493313.97
26,60.0,34,646284.86,5493920.95
26,60.0,35,646146.11,5493678.68
26,60.0,36,645521.47,5493471.14
26,60.0,37,646052.35,5493558.0
26,60.0,38,645609.96,5493471.21
26,60.0,39,646209.96,5493686.45
26,60.0,4,646040.23,5493587.45
26,60.0,40,645728.12,5493311.66
26,60.0,41,645933.3,5493650.16
26,60.0,42,645520.8,5493505.03
26,60.0,43,644909.41,5493621.14
26,60.0,44,645930.64,5493653.28
26,60.0,45,645246.69,5493490.67
26,60.0,46,645460.1,5494074.89
26,60.0,47,644868.35,5493492.34
26,60.0,48,645260.32,5494167.36
26,60.0,5,645316.02,5493484.48
26,60.0,6,646249.49,5493057.39
26,60.0,7,646575.75,5493675.55
26,60.0,8,645367.82,5493495.65
26,60.0,9,645723.06,5493483.79
27,62.0,0,644573.47,5493519.38
27,62.0,1,646165.3,5493632.14
27,62.0,10,645971.21,5493654.58
27,62.0,11,645700.92,5493450.84
27,62.0,12,645257.27,5493614.49
27,62.0,13,645509.49,5493606.43
27,62.0,14,645700.86,5493610.35
27,62.0,15,646568.44,5493681.66
27,62.0,16,645722.7,5493408.42
27,62.0,17,645146.59,5493509.44
27,62.0,18,645551.01,5493760.13
27,62.0,19,645229.0,5493252.34
27,62.0,2,645036.63,5493540.89
27,62.0,20,646394.51,5493326.37
27,62.0,22,646178.76,5493569.1
27,62.0,24,645607.61,5493700.3
27,62.0,25,646303.23,5493656.5
27,62.0,26,646309.04,5493618.44
27,62.0,27,645444.55,5494064.69
27,62.0,28,645875.94,5493652.71
27,62.0,29,646333.81,5493396.57
27,62.0,3,646169.59,5493612.04
27,62.0,30,645734.41,5493497.74
27,62.0,31,644849.36,5493949.23
27,62.0,32,644878.16,5493770.43
27,62.0,33,645973.58,5493348.38
27,62.0,34,646268.25,5493919.88
27,62.0,35,646127.03,5493675.52
27,62.0,36,645554.36,5493468.24
27,62.0,37,646045.94,5493573.57
27,62.0,38,645577.83,5493474.6
27,62.0,39,646242.3,5493690.99
27,62.0,4,646036.86,5493604.13
27,62.0,40,645730.69,5493281.26
27,62.0,41,645958.2,5493650.96
27,62.0,42,645521.57,5493488.09
27,62.0,43,644903.83,5493604.66
27,62.0,44,645901.72,5493652.76
27,62.0,45,645281.07,5493487.49
27,62.0,46,645433.67,5494063.48
27,62.0,47,644877.49,5493517.02
27,62.0,48,645261.31,5494159.52
27,62.0,5,645343.57,5493482.86
27,62.0,6,646290.65,5493016.47
27,62.0,7,646568.34,5493688.15
27,62.0,8,645336.78,5493498.23
27,62.0,9,645709.62,5493469.88
28,64.0,0,644592.71,5493533.69
28,64.0,1,646160.49,5493657.32
28,64.0,10,645941.06,5493653.61
28,64.0,11,645727.23,5493449.83
28,64.0,12,645286.08,5493611.81
28,64.0,13,645503.94,5493636.98
28,64.0,14,645680.94,5493629.18
28,64.0,15,646576.21,5493668.45
28,64.0,16,645723.3,5493384.16
28,64.0,17,645177.09,5493502.48
28,64.0,18,645568.8,5493741.32
28,64.0,19,645207.3,5493205.84
28,64.0,2,645068.6,5493530.61
28,64.0,20,646380.49,5493326.71
28,64.0,22,646173.13,5493595.48
28,64.0,24,645626.14,5493680.72
28,64.0,25,646301.01,5493671.02
28,64.0,26,646306.98,5493631.94
28,64.0,27,645466.7,5494074.26
28,64.0,28,645850.62,5493653.01
28,64.0,29,646335.47,5493412.15
28,64.0,3,646164.27,5493637.23
28,64.0,30,645731.44,5493473.26
28,64.0,31,644834.07,5493947.43
28,64.0,32,644859.22,5493774.99
28,64.0,33,645934.03,5493380.89
28,64.0,34,646251.67,5493918.82
28,64.0,35,646100.27,5493670.97
28,64.0,36,645587.22,5493464.41
28,64.0,37,646039.84,5493589.26
28,64.0,38,645545.69,5493477.56
28,64.0,39,646274.67,5493695.26
28,64.0,4,646033.51,5493620.84
28,64.0,40,645733.88,5493251.73
28,64.0,41,645983.04,5493651.95
28,64.0,42,645524.07,5493503.43
28,64.0,43,644895.85,5493581.05
28,64.0,44,645874.21,5493652.72
28,64.0,45,645315.41,5493484.51
28,64.0,46,645407.16,5494052.03
28,64.0,47,644887.17,5493545.52
28,64.0,48,645273.92,5494138.61
28,64.0,5,645371.1,5493480.86
28,64.0,6,646331.82,5492975.55
28,64.0,7,646560.92,5493700.77
28,64.0,8,645305.79,5493500.71
28,64.0,9,645693.56,5493465.6
29,66.0,0,644626.33,5493518.86
29,66.0,1,646157.21,5493673.36
29,66.0,10,645910.95,5493652.81
29,66.0,11,645738.96,5493460.07
29,66.0,12,645315.05,5493612.03
29,66.0,13,645495.03,5493666.67
29,66.0,14,645661.61,5493648.59
29,66.0,15,646583.97,5493655.24
29,66.0,16,645724.04,5493359.93
29,66.0,17,645207.82,5493496.63
29,66.0,18,645586.59,5493722.52
29,66.0,19,645185.56,5493159.27
29,66.0,2,645100.86,5493521.26
29,66.0,20,646365.53,5493334.45
29,66.0,22,646167.3,5493622.8
29,66.0,24,645644.65,5493661.15
29,66.0,25,646298.79,5493685.53
29,66.0,26,646304.92,5493645.42
29,66.0,27,645488.86,5494083.83
29,66.0,28,645825.3,5493653.15
29,66.0,29,646337.1,5493427.08
29,66.0,3,646160.76,5493655.86
29,66.0,30,645730.59,5493466.05
29,66.0,31,644818.8,5493945.64
29,66.0,32,644840.26,5493779.52
29,66.0,33,645894.26,5493408.91
29,66.0,34,646235.07,5493918.0
29,66.0,35,646068.39,5493665.52
29,66.0,36,645620.04,5493460.54
29,66.0,37,646036.52,5493605.81
29,66.0,38,645513.72,5493483.14
29,66.0,39,646307.1,5493698.37
29,66.0,4,646030.39,5493637.61
29,66.0,40,645733.22,5493221.23
29,66.0,41,646007.86,5493653.7
29,66.0,42,645522.12,5493530.22
29,66.0,43,644887.34,5493555.98
29,66.0,44,645847.58,5493653.03
29,66.0,45,645349.86,5493482.46
29,66.0,46,645386.57,5494042.92
29,66.0,47,644896.66,5493573.47
29,66.0,48,645288.16,5494115.01
29,66.0,5,645398.62,5493478.78
29,66.0,6,646371.55,5492935.96
29,66.0,7,646553.51,5493713.37
29,66.0,8,645274.76,5493502.86
29,66.0,9,645668.14,5493468.29
30,68.0,0,644647.33,5493509.64
30,68.0,1,646139.56,5493677.62
30,68.0,10,645880.82,5493652.7
30,68.0,11,645746.5,5493482.33
30,68.0,12,645336.57,5493612.2
30,68.0,13,645483.66,5493695.58
30,68.0,14,645642.41,5493668.17
30,68.0,15,646591.74,5493642.02
30,68.0,16,645726.09,5493335.76
30,68.0,17,645238.65,5493491.46
30,68.0,18,645604.38,5493703.72
30,68.0,19,645163.85,5493112.74
30,68.0,2,645133.3,5493512.47
30,68.0,20,646349.47,5493339.42
30,68.0,22,646162.44,5493646.97
30,68.0,24,645663.62,5493642.0
30,68.0,25,646293.55,5493699.27
30,68.0,26,646302.86,5493658.9
30,68.0,27,645512.53,5494087.86
30,68.0,28,645799.95,5493653.29
30,68.0,29,646338.86,5493442.0
30,68.0,3,646157.77,5493671.74
30,68.0,30,645731.39,5493460.42
30,68.0,31,644803.51,5493943.85
30,68.0,32,644821.08,5493783.17
30,68.0,33,645859.56,5493426.57
30,68.0,34,646218.44,5493917.89
30,68.0,35,646042.33,5493661.0
30,68.0,36,645652.84,5493456.67
30,68.0,37,646033.22,5493622.29
30,68.0,38,645481.58,5493485.89
30,68.0,39,646339.72,5493699.42
30,68.0,4,646028.71,5493649.43
30,68.0,40,645749.85,5493200.3
30,68.0,41,646027.62,5493663.34
30,68.0,42,645517.82,5493558.37
30,68.0,43,644878.83,5493530.94
30,68.0,44,645821.46,5493653.17
30,68.0,45,645384.26,5493479.87
30,68.0,46,645378.14,5494030.38
30,68.0,47,644902.35,5493590.19
30,68.0,48,645302.07,5494091.18
30,68.0,5,645426.63,5493479.51
30,68.0,6,646401.59,5492900.51
30,68.0,7,646546.29,5493725.88
30,68.0,8,645243.73,5493505.23
30,68.0,9,645639.84,5493471.27
31,70.0,0,644659.98,5493516.7
31,70.0,1,646114.08,5493673.31
31,70.0,10,645850.65,5493653.01
31,70.0,11,645750.73,5493510.26
31,70.0,12,645349.4,5493618.84
31,70.0,13,645470.25,5493723.59
31,70.0,14,645623.57,5493688.09
31,70.0,15,646599.34,5493628.72
31,70.0,16,645728.13,5493311.55
31,70.0,17,645269.76,5493488.57
31,70.0,18,645622.18,5493684.91
31,70.0,19,645142.13,5493066.24
31,70.0,2,645166.05,5493505.0
31,70.0,20,646334.12,5493343.5
31,70.0,22,646158.71,5493666.74
31,70.0,24,645682.77,5493623.06
31,70.0,25,646272.44,5493698.19
31,70.0,26,646300.8,5493672.38
31,70.0,27,645536.54,5494088.7
31,70.0,28,645782.16,5493653.93
31,70.0,29,646338.43,5493457.54
31,70.0,3,646141.61,5493677.95
31,70.0,30,645738.45,5493449.2
31,70.0,31,644788.23,5493942.06
31,70.0,32,644801.9,5493786.82
31,70.0,33,645823.89,5493440.64
31,70.0,34,646201.81,5493917.77
31,70.0,35,646026.46,5493658.68
31,70.0,36,645685.68,5493452.79
31,70.0,37,646030.62,5493635.95
31,70.0,38,645449.4,5493488.65
31,70.0,39,646372.36,5493700.38
31,70.0,4,646028.66,5493649.77
31,70.0,40,645778.2,5493189.02
31,70.0,41,646028.14,5493688.24
31,70.0,42,645512.88,5493586.45
31,70.0,43,644870.32,5493505.87
31,70.0,44,645800.73,5493653.28
31,70.0,45,645418.61,5493477.01
31,70.0,46,645389.62,5494009.93
31,70.0,47,644918.48,5493589.39
31,70.0,48,645315.56,5494067.13
31,70.0,5,645454.09,5493477.09
31,70.0,6,646432.59,5492866.01
31,70.0,7,646539.18,5493738.65
31,70.0,8,645212.89,5493509.41
31,70.0,9,645611.53,5493474.26
32,72.0,0,644670.72,5493539.33
32,72.0,1,646088.49,5493668.96
32,72.0,10,645820.86,5493653.17
32,72.0,11,645755.07,5493538.32
32,72.0,12,645348.29,5493643.26
32,72.0,13,645456.54,5493751.45
32,72.0,14,645604.73,5493708.01
32,72.0,15,646606.83,5493615.37
