Step,Temp,X,Y,Lat,Lon,PDR,Accepted,IsBest
29,2.316169462832031,1692.6563835314957,2104.320206443486,49.57992792487936,11.02190339469251,2.6595744680851063,True,True
30,2.316169462832031,1802.7973007358678,2001.869227222174,49.57898036323402,11.023387956158363,2.9361702127659575,True,True
31,1.968744043407226,1675.9614250713344,2108.571402109847,49.579970172593164,11.021674172462138,2.5638297872340425,True,False
32,1.968744043407226,1604.7122039816918,2167.403146828422,49.580516225230944,11.020711023940926,2.0319148936170213,True,False
33,1.968744043407226,1704.2869802406317,2141.45472244156,49.58025892073618,11.02207798247398,2.5212765957446805,True,False
34,1.6734324368961422,1704.9651429429935,2017.9214698543258,49.579148303885844,11.022041453995396,2.702127659574468,True,False
35,1.6734324368961422,1563.5989664006806,2053.295737507973,49.579500426733844,11.020100280177536,2.021276595744681,True,False
36,1.6734324368961422,1476.4893325491942,2018.3773803948034,49.57920756198313,11.018883075371765,1.5319148936170213,True,False
37,1.4224175713617209,1623.8829925230718,1898.993256059685,49.578098830242176,11.020876375066324,2.148936170212766,True,False
38,1.4224175713617209,1572.0099730132285,1877.3323979941492,49.57791664190822,11.020151234961327,1.925531914893617,True,False
39,1.4224175713617209,1603.1772904581383,1932.7233145269322,49.578407032998044,11.020602660940257,2.0531914893617023,True,False
40,1.2090549356574627,1603.1772904581383,1932.7233145269322,49.578407032998044,11.020602660940257,2.0531914893617023,False,False
41,1.2090549356574627,1477.3022321702695,2066.2013402409557,49.579637261186434,11.018912056286638,1.446808510638298,True,False
42,1.2090549356574627,1477.3022321702695,2066.2013402409557,49.579637261186434,11.018912056286638,1.446808510638298,False,False
43,1.0276966953088433,1574.0054714090318,1999.6839713061072,49.57901599247913,11.020224241818747,2.0638297872340425,True,False
44,1.0276966953088433,1574.0054714090318,1999.6839713061072,49.57901599247913,11.020224241818747,2.0638297872340425,False,False
45,1.0276966953088433,1624.9374342305628,1919.5531916686357,49.57828339116144,11.020898586866272,2.223404255319149,True,False
46,0.8735421910125168,1624.9374342305628,1919.5531916686357,49.57828339116144,11.020898586866272,2.223404255319149,False,False
47,0.8735421910125168,1624.9374342305628,1919.5531916686357,49.57828339116144,11.020898586866272,2.223404255319149,False,False
48,0.8735421910125168,1557.1932556749412,1979.5506777224527,49.57883907017151,11.019984349749322,1.8829787234042554,True,False
49,0.7425108623606393,1421.3646983479553,2090.8704097387517,49.579872506392526,11.018147892528765,0.7872340425531915,True,False
50,0.7425108623606393,1421.3646983479553,2090.8704097387517,49.579872506392526,11.018147892528765,0.7872340425531915,False,False
51,0.7425108623606393,1372.0773193084383,2184.9956291826597,49.58073049359528,11.01750140939378,0.07446808510638298,True,False
52,0.6311342330065435,1435.2370871059043,2223.3101816340536,49.58105967804517,11.018388798152644,0.0851063829787234,True,False
53,0.6311342330065435,1326.9866170204982,2347.7818719801776,49.58220466857804,11.016938374569234,0.0,True,False
54,0.6311342330065435,1380.1021816365,2395.1884099899185,49.58261800773989,11.01769029310672,0.0,True,False
55,0.5364640980555619,1279.8010107631799,2387.2844324013054,49.5825711328264,11.016300656799489,0.0,True,False
56,0.5364640980555619,1211.0365652307248,2356.689037382743,49.58231267092447,11.015338626408226,0.0,True,False
57,0.5364640980555619,1131.6915821620526,2369.9215609822527,49.58245072296682,11.014246551458521,0.0,True,False
