x,y,pdr
1294.050565881907,1339.4716898664199,28.872340425531917
1310.4252557528544,1384.5191945473339,0.0
1289.945612699975,1337.5671855002172,0.0
1293.0121410609747,1375.4761827366167,0.0
1302.1506839228362,1353.7228445591256,0.0
1309.107100276446,1382.698601649284,0.0
1297.1745484607686,1355.9743189899955,0.0
1300.9038295212035,1357.3977468175042,0.0
1309.8613782201496,1372.1900284339126,0.0
1307.292245487776,1377.0573755556693,0.0
