AgentID,Step,Temp,X,Y,Lat,Lon,PDR,IsBest
Agent_1,1,10.0,454.1875338756521,1461.9785083525367,49.574451734458926,11.00454526326787,7.595744680851064,False
Agent_1,2,10.0,454.1875338756521,1461.9785083525367,49.574451734458926,11.00454526326787,7.595744680851064,False
Agent_1,3,10.0,523.9135305795213,1456.095322519958,49.57438214539614,11.005506933490791,7.51063829787234,False
Agent_1,4,8.5,497.77431346723586,1494.2985917097103,49.57473182532317,11.005159680502103,0.18085106382978725,False
Agent_1,5,8.5,506.88649537225905,1462.7917249772672,49.57444642053335,11.00527403251676,8.351063829787234,True
Agent_1,6,8.5,511.57504950607307,1436.4379119340624,49.574208397396575,11.005329133428736,7.914893617021276,False
Agent_1,7,7.225,509.91014701387235,1468.0340279684688,49.57449282019834,11.005317760635975,8.095744680851064,False
Agent_1,8,7.225,511.6646129933853,1459.9396939204858,49.574419638218494,11.005339030666192,8.138297872340425,False
Agent_1,9,7.225,517.3632897816083,1486.8789081075502,49.57466043480909,11.005427730912913,7.531914893617022,False
Agent_1,10,6.141249999999999,533.12622116168,1463.804565886164,49.574449237697635,11.00563712326369,7.191489361702128,False
Agent_1,11,6.141249999999999,526.3695114311621,1450.6480523230925,49.57433259027426,11.00553887576627,7.24468085106383,False
Agent_1,12,6.141249999999999,526.3695114311621,1450.6480523230925,49.57433259027426,11.00553887576627,7.24468085106383,False
Agent_1,13,5.220062499999999,510.311984411037,1443.946931118583,49.57427620012319,11.005314440531189,8.180851063829788,False
Agent_1,14,5.220062499999999,512.4707459262656,1453.3452326295196,49.57436016611889,11.005347744273987,8.063829787234042,False
Agent_1,15,5.220062499999999,512.8559855423399,1454.69778538792,49.57437223218476,11.005353567868424,8.02127659574468,False
Agent_1,16,4.437053124999999,515.8091667748365,1442.1116925048302,49.57425838564811,11.005389752830526,7.829787234042553,False
Agent_1,17,4.437053124999999,515.6175515925116,1441.8133661643685,49.57425574984469,11.005386994181121,7.851063829787234,False
Agent_1,18,4.437053124999999,506.4622414033851,1468.3724476376556,49.57449668842986,11.005270224110745,8.24468085106383,False
Agent_1,19,3.7714951562499994,505.4149501761603,1467.681757656486,49.5744907306017,11.005255492680863,8.27659574468085,False
